t,x,y,z,vx,vy,vz
1.01562,40.7815,5.50893,15.2537,20.2286,-23.2623,-8.98326
1.01875,40.8447,5.43624,15.2257,20.0842,-23.4104,-9.00615
1.02188,40.9075,5.36308,15.1975,19.9388,-23.5575,-9.029
1.025,40.9698,5.28946,15.1693,19.7924,-23.7036,-9.0518
1.02812,41.0316,5.21539,15.141,19.6448,-23.8486,-9.07456
1.03125,41.093,5.14086,15.1127,19.4963,-23.9925,-9.09728
1.03438,41.1539,5.06589,15.0842,19.3467,-24.1354,-9.11996
1.0375,41.2144,4.99046,15.0557,19.1961,-24.2772,-9.14259
1.04063,41.2744,4.9146,15.0272,19.0444,-24.418,-9.16518
1.04375,41.3339,4.83829,14.9985,18.8918,-24.5577,-9.18773
1.04688,41.3929,4.76155,14.9698,18.7381,-24.6962,-9.21024
1.05,41.4515,4.68437,14.941,18.5834,-24.8337,-9.2327
1.05313,41.5096,4.60677,14.9122,18.4278,-24.9701,-9.25512
1.05625,41.5672,4.52873,14.8832,18.2711,-25.1053,-9.27749
1.05937,41.6243,4.45028,14.8543,18.1135,-25.2394,-9.29982
1.0625,41.6809,4.37141,14.8252,17.9549,-25.3725,-9.32211
1.06563,41.737,4.29212,14.7961,17.7954,-25.5043,-9.34435
1.06875,41.7926,4.21242,14.7669,17.6349,-25.6351,-9.36655
1.07188,41.8477,4.13231,14.7376,17.4735,-25.7646,-9.3887
1.075,41.9023,4.05179,14.7083,17.3111,-25.8931,-9.41082
1.07812,41.9564,3.97088,14.6788,17.1478,-26.0204,-9.43288
1.08125,42.01,3.88956,14.6494,16.9836,-26.1465,-9.45491
1.08438,42.0631,3.80786,14.6198,16.8185,-26.2714,-9.47688
1.0875,42.1156,3.72576,14.5902,16.6525,-26.3951,-9.49882
1.09062,42.1677,3.64327,14.5605,16.4855,-26.5177,-9.52071
1.09375,42.2192,3.56041,14.5308,16.3178,-26.6391,-9.54255
1.09688,42.2702,3.47716,14.5009,16.1491,-26.7592,-9.56435
1.1,42.3206,3.39354,14.4711,15.9795,-26.8782,-9.58611
1.10313,42.3706,3.30954,14.4411,15.8092,-26.9959,-9.60781
1.10625,42.42,3.22518,14.4111,15.6379,-27.1125,-9.62948
1.10938,42.4688,3.14045,14.381,15.4658,-27.2278,-9.6511
1.1125,42.5172,3.05537,14.3508,15.2929,-27.3418,-9.67267
1.11563,42.565,2.96992,14.3206,15.1192,-27.4547,-9.6942
1.11875,42.6122,2.88413,14.2903,14.9446,-27.5663,-9.71568
1.12187,42.6589,2.79798,14.2599,14.7693,-27.6766,-9.73712
1.125,42.7051,2.71149,14.2295,14.5931,-27.7857,-9.75851
1.12813,42.7507,2.62466,14.199,14.4162,-27.8935,-9.77986
1.13125,42.7957,2.5375,14.1685,14.2385,-28.0001,-9.80116
1.13438,42.8402,2.44999,14.1378,14.06,-28.1054,-9.82241
1.1375,42.8841,2.36217,14.1071,13.8807,-28.2094,-9.84362
1.14062,42.9275,2.27401,14.0764,13.7008,-28.3122,-9.86478
1.14375,42.9703,2.18554,14.0455,13.52,-28.4136,-9.88589
1.14688,43.0126,2.09674,14.0146,13.3386,-28.5138,-9.90696
1.15,43.0543,2.00764,13.9837,13.1564,-28.6126,-9.92799
1.15312,43.0954,1.91822,13.9527,12.9735,-28.7102,-9.94896
1.15625,43.1359,1.8285,13.9216,12.7899,-28.8064,-9.96989
1.15938,43.1759,1.73848,13.8904,12.6056,-28.9013,-9.99077
1.1625,43.2153,1.64817,13.8592,12.4206,-28.995,-10.0116
1.16563,43.2541,1.55756,13.8279,12.2349,-29.0872,-10.0324
1.16875,43.2923,1.46666,13.7966,12.0486,-29.1782,-10.0531
1.17188,43.33,1.37548,13.7651,11.8616,-29.2678,-10.0738
1.175,43.3671,1.28402,13.7337,11.674,-29.3561,-10.0945
1.17813,43.4035,1.19228,13.7021,11.4857,-29.443,-10.1151
1.18125,43.4394,1.10027,13.6705,11.2969,-29.5286,-10.1356
1.18437,43.4747,1.00799,13.6388,11.1074,-29.6129,-10.1561
1.1875,43.5094,0.915452,13.6071,10.9172,-29.6958,-10.1766
1.19063,43.5436,0.822652,13.5753,10.7265,-29.7773,-10.197
1.19375,43.5771,0.729598,13.5434,10.5352,-29.8575,-10.2174
1.19688,43.61,0.636294,13.5115,10.3433,-29.9363,-10.2377
1.2,43.6423,0.542743,13.4795,10.1509,-30.0137,-10.2579
1.20312,43.674,0.44895,13.4475,9.95789,-30.0897,-10.2781
